Gene,log2FoldChange,pvalue,padj,minus_log10_pvalue,Change
FKBP5,-0.7347,0.01841,0.69,1.734946211,Similar
AGBL3,0.5843,0.01861,0.69,1.730253627,Similar
MNX1,0.921,0.01864,0.69,1.729554092,Similar
PHKA2,-0.4551,0.01855,0.69,1.731656086,Similar
CCBL2,-0.3365,0.01892,0.6925,1.723078868,Similar
CLIC5,-0.9123,0.01883,0.6925,1.72514968,Similar
WDR67,-0.3832,0.01887,0.6925,1.7242281,Similar
SLC38A5,-0.7194,0.01895,0.6925,1.722390786,Similar
KLF4,-0.8767,0.01907,0.6951,1.719649307,Similar
HSD17B11,-0.6032,0.0192,0.6985,1.716698771,Similar
SLC2A3,-0.5111,0.0193,0.7005,1.714442691,Similar
CSDAP1,-0.7114,0.01946,0.7046,1.710857164,Similar
SBNO2,-0.3452,0.01955,0.7064,1.708853238,Similar
LRRC4C,0.5704,0.01962,0.7074,1.707300997,Similar
ATL3,-0.5278,0.01975,0.7074,1.7044329,Similar
C1S,-0.9056,0.01966,0.7074,1.706416487,Similar
PLAUR,-0.8162,0.01974,0.7074,1.704652852,Similar
LOC256021,0.6774,0.01988,0.709,1.70158362,Similar
EID2B,0.4332,0.01987,0.709,1.701802133,Similar
MTA3,-0.4227,0.02009,0.7151,1.697020063,Similar
BSG,-0.2869,0.02023,0.7167,1.694004117,Similar
LAMP2,-0.2974,0.02022,0.7167,1.694218849,Similar
ATHL1,-0.9069,0.02033,0.7179,1.691862621,Similar
AHNAK,-0.7987,0.02044,0.7179,1.689519109,Similar
IGFBP5,-0.9055,0.02035,0.7179,1.691435586,Similar
MBOAT1,-0.7067,0.02044,0.7179,1.689519109,Similar
EGFR,-0.6912,0.02048,0.7179,1.688670048,Similar
FRAT1,0.4904,0.02073,0.7201,1.683400698,Similar
TBX10,-0.9015,0.02084,0.7201,1.681102285,Similar
KCNA6,0.4245,0.02068,0.7201,1.684449466,Similar
MATN3,-0.8883,0.02079,0.7201,1.682145511,Similar
LTBP1,-0.8212,0.02081,0.7201,1.68172792,Similar
SCARF2,-0.7426,0.02064,0.7201,1.685290307,Similar
BAI3,0.3512,0.02085,0.7201,1.680893941,Similar
LOC654433,0.828,0.02096,0.7226,1.678608722,Similar
GTSE1,-0.5797,0.02106,0.7229,1.676541633,Similar
SCRG1,-0.9048,0.02106,0.7229,1.676541633,Similar
AHCY,-0.5073,0.02111,0.7231,1.675511767,Similar
LRRTM3,0.609,0.02122,0.7239,1.67325462,Similar
MYO1C,-0.7078,0.02121,0.7239,1.673459331,Similar
AKR1E2,0.7441,0.02134,0.7264,1.670805585,Similar
PCDHGB4,-0.8844,0.02142,0.7277,1.669180534,Similar
P2RX4,-0.3807,0.02159,0.7309,1.665747358,Similar
LINC00574,0.7267,0.02161,0.7309,1.665345233,Similar
BPI,-0.8613,0.02171,0.7313,1.663340177,Similar
ATP2B2,0.751,0.02167,0.7313,1.664141089,Similar
CDCA2,-0.6352,0.0218,0.7328,1.661543506,Similar
FGF8,-0.8835,0.02191,0.7338,1.659357622,Similar
FAM198A,-0.8977,0.02192,0.7338,1.65915945,Similar
FMO2,-0.8029,0.0222,0.7401,1.653647026,Similar
LOC642852,0.5471,0.02215,0.7401,1.654626269,Similar
IGF2R,-0.5322,0.02227,0.741,1.652279783,Similar
TIGD3,0.6643,0.02236,0.7426,1.650528201,Similar
GFPT2,-0.6006,0.02241,0.7429,1.649558143,Similar
BCAS2,0.3073,0.02266,0.7431,1.644740094,Similar
IQGAP3,-0.7145,0.02274,0.7431,1.64320954,Similar
ZDHHC20,-0.3828,0.02266,0.7431,1.644740094,Similar
ARID4A,0.2039,0.02278,0.7431,1.64244628,Similar
SPHK1,-0.8455,0.02253,0.7431,1.647238808,Similar
FAM110C,-0.7952,0.02259,0.7431,1.646083769,Similar
PXDN,-0.7352,0.02275,0.7431,1.643018599,Similar
THSD7B,-0.5467,0.02268,0.7431,1.64435695,Similar
PRUNE,0.2438,0.02292,0.7459,1.639785387,Similar
ECE1,-0.7102,0.02311,0.7477,1.636200055,Similar
CECR7,0.8781,0.02308,0.7477,1.636764196,Similar
HTRA3,-0.8843,0.02303,0.7477,1.637706062,Similar
WDR47,0.4054,0.0234,0.7537,1.630784143,Similar
SLITRK5,0.4093,0.02345,0.7537,1.629857153,Similar
AURKB,-0.6811,0.02349,0.7537,1.629116983,Similar
IGFBP4,-0.8858,0.02352,0.7537,1.628562683,Similar
CDC25C,-0.6363,0.02348,0.7537,1.629301907,Similar
GPM6A,0.649,0.02357,0.7538,1.627640417,Similar
BTBD19,-0.7584,0.02376,0.755,1.624153564,Similar
GPR26,0.7615,0.02388,0.755,1.621965678,Similar
SIAH3,0.7351,0.02393,0.755,1.621057301,Similar
PLCB2,-0.8363,0.02385,0.755,1.622511617,Similar
DNM1P35,0.6404,0.02389,0.755,1.62178385,Similar
RRBP1,-0.8115,0.0238,0.755,1.623423043,Similar
ACOT8,0.3293,0.02375,0.755,1.624336386,Similar
OLFML2B,-0.8708,0.02414,0.7572,1.617262734,Similar
TROAP,-0.7143,0.02411,0.7572,1.61780279,Similar
WIPI1,-0.6362,0.02411,0.7572,1.61780279,Similar
VOPP1,0.2574,0.02422,0.7584,1.615825861,Similar
HES1,-0.5633,0.02436,0.7611,1.613322716,Similar
FIBIN,-0.8826,0.02444,0.7624,1.611898798,Similar
KDELC2,-0.8298,0.02449,0.7625,1.611011215,Similar
ERRFI1,-0.5181,0.02486,0.767,1.604498876,Similar
ZNF26,0.2525,0.0249,0.767,1.603800653,Similar
RAB20,-0.7225,0.02495,0.767,1.60292945,Similar
CEP112,-0.5528,0.02496,0.767,1.602755419,Similar
PDYN,0.8461,0.02487,0.767,1.604324215,Similar
SEL1L3,-0.794,0.0249,0.767,1.603800653,Similar
CENPE,-0.581,0.02474,0.767,1.606600305,Similar
LOC100505695,-0.8418,0.02506,0.7684,1.601018933,Similar
ST3GAL6,0.3335,0.02515,0.7698,1.599462011,Similar
PPPDE1,-0.3884,0.02552,0.7705,1.59311933,Similar
CYFIP1,-0.4708,0.02549,0.7705,1.593630165,Similar
SPAG5,-0.6341,0.02525,0.7705,1.597738618,Similar
FSTL3,-0.3936,0.02544,0.7705,1.594482893,Similar
DKKL1,-0.5961,0.02555,0.7705,1.592609096,Similar
PLA2R1,-0.8383,0.02533,0.7705,1.59636481,Similar
SH3RF2,-0.8594,0.02543,0.7705,1.59465364,Similar
NEDD9,-0.5615,0.02537,0.7705,1.595679533,Similar
LOC400940,0.7406,0.02573,0.7737,1.589560214,Similar
NPR2,-0.6064,0.02575,0.7737,1.589222767,Similar
CKS1B,-0.6537,0.02617,0.778,1.582196277,Similar
RNASEL,0.8586,0.02631,0.778,1.579879152,Similar
KIAA1462,-0.8624,0.02641,0.778,1.578231599,Similar
C10orf2,0.3805,0.02618,0.778,1.582030358,Similar
PRKCDBP,-0.8186,0.02624,0.778,1.581036169,Similar
ZNF564,0.3025,0.02598,0.778,1.585360853,Similar
LOC100506421,0.6526,0.02601,0.778,1.584859648,Similar
SNED1,-0.8004,0.02611,0.778,1.583193128,Similar
SGMS2,-0.8683,0.02638,0.778,1.578725209,Similar
TMEM151B,0.4716,0.02635,0.778,1.57921938,Similar
LOC100507341,0.6623,0.02622,0.778,1.581367313,Similar
KIF2C,-0.6374,0.02666,0.7837,1.574139855,Similar
PRX,-0.6445,0.02676,0.7854,1.572513891,Similar
LOXL4,-0.8597,0.02686,0.7864,1.570893992,Similar
STXBP6,0.6668,0.02689,0.7864,1.570409198,Similar
FAM13A,-0.4611,0.02712,0.7917,1.566710315,Similar
IFITM10,0.6685,0.02744,0.7925,1.561615893,Similar
CBFB,-0.3576,0.02735,0.7925,1.563042669,Similar
DKFZp566F0947,-0.8205,0.02736,0.7925,1.562883907,Similar
MAGI2,0.4314,0.02741,0.7925,1.562090964,Similar
NIPAL2,-0.7441,0.0274,0.7925,1.562249437,Similar
GPRASP2,0.4453,0.02732,0.7925,1.563519305,Similar
DPH3P1,-0.5664,0.02774,0.7999,1.556893543,Similar
C1orf54,-0.5484,0.02801,0.8025,1.552686891,Similar
LIG4,0.3168,0.02811,0.8025,1.551139154,Similar
GREM1,-0.8574,0.02807,0.8025,1.551757587,Similar
TPM4,-0.6659,0.028,0.8025,1.552841969,Similar
OSBPL10,-0.7943,0.02789,0.8025,1.554551486,Similar
HPS3,-0.3542,0.02812,0.8025,1.550984684,Similar
ANP32B,-0.4906,0.02825,0.8047,1.548981548,Similar
FAM176B,-0.6818,0.02966,0.8067,1.527828853,Similar
HPCAL4,0.5034,0.02927,0.8067,1.533577278,Similar
LEPRE1,-0.7027,0.03137,0.8067,1.503485481,Similar
MCOLN3,-0.7816,0.02861,0.8067,1.543482142,Similar
GBP3,-0.8426,0.03082,0.8067,1.511167366,Similar
SELENBP1,-0.7428,0.03013,0.8067,1.521000868,Similar
LMNA,-0.499,0.03161,0.8067,1.500175504,Similar
KCNJ9,0.7358,0.02904,0.8067,1.537003388,Similar
CENPL,-0.3831,0.02874,0.8067,1.541513236,Similar
KIF14,-0.6281,0.0329,0.8067,1.482804102,Similar
EIF2D,-0.4348,0.02953,0.8067,1.529736553,Similar
CAPN2,-0.3726,0.02973,0.8067,1.526805091,Similar
RGR,0.8449,0.03118,0.8067,1.506123889,Similar
EFCAB4A,-0.6655,0.03031,0.8067,1.518414064,Similar
TPP1,-0.3513,0.03121,0.8067,1.505706231,Similar
MICAL2,-0.85,0.02966,0.8067,1.527828853,Similar
C11orf94,0.8245,0.03271,0.8067,1.485319456,Similar
NADSYN1,-0.3401,0.03253,0.8067,1.487715937,Similar
FOXM1,-0.5518,0.02937,0.8067,1.532096053,Similar
SLC38A1,0.3146,0.03036,0.8067,1.517698233,Similar
ANKS1B,0.6226,0.03231,0.8067,1.490663042,Similar
GJB6,-0.7271,0.03074,0.8067,1.512296137,Similar
ANG,-0.7201,0.02984,0.8067,1.525201181,Similar
DLGAP5,-0.6065,0.03271,0.8067,1.485319456,Similar
FAM161B,0.3957,0.02968,0.8067,1.527536103,Similar
SERPINA5,-0.831,0.03008,0.8067,1.521722168,Similar
RASGRP1,-0.4108,0.02946,0.8067,1.530767257,Similar
THBS1,-0.85,0.0302,0.8067,1.519993057,Similar
ST8SIA2,0.4492,0.03147,0.8067,1.502103257,Similar
RPS2,-0.4238,0.03074,0.8067,1.512296137,Similar
ITPRIPL2,-0.854,0.02869,0.8067,1.542269452,Similar
NFATC3,-0.4057,0.02928,0.8067,1.533428928,Similar
PLD2,-0.669,0.03252,0.8067,1.487849463,Similar
SMCR7,0.3445,0.02996,0.8067,1.523458191,Similar
SMARCD2,-0.6611,0.03159,0.8067,1.500450374,Similar
TUBB6,-0.7194,0.0311,0.8067,1.507239611,Similar
DSG2,-0.6812,0.03226,0.8067,1.491335637,Similar
ACAA2,-0.446,0.0318,0.8067,1.49757288,Similar
GADD45B,-0.8334,0.0328,0.8067,1.484126156,Similar
CELF5,0.4393,0.03193,0.8067,1.495801081,Similar
TMEM221,-0.7671,0.03202,0.8067,1.494578672,Similar
WDR62,-0.5769,0.02965,0.8067,1.527975302,Similar
ZNF570,0.2708,0.02949,0.8067,1.530325227,Similar
SPRED3,0.6054,0.03154,0.8067,1.501138311,Similar
RPL13A,-0.6422,0.03157,0.8067,1.500725418,Similar
BCL2L12,-0.4817,0.02883,0.8067,1.540155358,Similar
CENPA,-0.6156,0.03213,0.8067,1.493089274,Similar
MTHFD2,-0.7685,0.03077,0.8067,1.511872504,Similar
FAM176A,-0.8313,0.03045,0.8067,1.516412703,Similar
GCFC2,-0.344,0.02982,0.8067,1.525492361,Similar
CAPG,-0.8383,0.0296,0.8067,1.528708289,Similar
EDAR,-0.846,0.03099,0.8067,1.508778424,Similar
BUB1,-0.5945,0.02946,0.8067,1.530767257,Similar
ZRANB3,-0.5034,0.03047,0.8067,1.516127546,Similar
SLC4A10,0.725,0.03287,0.8067,1.483200296,Similar
WIPF1,-0.555,0.02846,0.8067,1.545765104,Similar
CCDC141,-0.8347,0.02951,0.8067,1.530030791,Similar
CCDC150,-0.5535,0.03183,0.8067,1.497163361,Similar
ASXL1,-0.4027,0.03086,0.8067,1.510604078,Similar
SS18L1,0.3675,0.03085,0.8067,1.510744832,Similar
C22orf29,0.2474,0.03243,0.8067,1.489053051,Similar
SMCR7L,0.1929,0.03016,0.8067,1.520568663,Similar
GRIP2,0.8047,0.03072,0.8067,1.512578789,Similar
GPR62,0.808,0.03283,0.8067,1.483729117,Similar
MITF,-0.7604,0.03019,0.8067,1.520136887,Similar
FDCSP,-0.8326,0.03137,0.8067,1.503485481,Similar
ANXA2P1,-0.6149,0.0322,0.8067,1.492144128,Similar
LHFPL2,-0.7202,0.03111,0.8067,1.507099989,Similar
ERAP1,-0.4938,0.03164,0.8067,1.499763525,Similar
MXD3,-0.6781,0.02998,0.8067,1.523168371,Similar
TEAD3,-0.7435,0.02893,0.8067,1.538651566,Similar
SP4,0.3326,0.03284,0.8067,1.483596852,Similar
TRIL,-0.7788,0.0308,0.8067,1.511449283,Similar
STK17A,-0.3401,0.02899,0.8067,1.537751785,Similar
RARRES2,-0.844,0.02997,0.8067,1.523313257,Similar
CHMP7,0.283,0.03105,0.8067,1.507938395,Similar
ZNF703,-0.6856,0.03162,0.8067,1.500038134,Similar
ST18,0.5283,0.03123,0.8067,1.505428016,Similar
LOC100132891,-0.7824,0.03111,0.8067,1.507099989,Similar
C8orf84,-0.7652,0.03183,0.8067,1.497163361,Similar
ZFHX4,0.4288,0.03044,0.8067,1.516555352,Similar
GDF6,-0.8041,0.03241,0.8067,1.489320969,Similar
RANBP6,0.3012,0.03171,0.8067,1.498803758,Similar
FAM189A2,-0.8114,0.0328,0.8067,1.484126156,Similar
TNC,-0.8197,0.03225,0.8067,1.491470281,Similar
ZBTB6,0.3295,0.02968,0.8067,1.527536103,Similar
RPL12,-0.5342,0.02943,0.8067,1.531209738,Similar
GBGT1,-0.8343,0.03067,0.8067,1.513286224,Similar
ARHGAP6,-0.8167,0.03244,0.8067,1.488919154,Similar
SHROOM4,-0.645,0.03263,0.8067,1.486382926,Similar
HDX,0.4208,0.03269,0.8067,1.485585079,Similar
COL4A5,-0.7708,0.03259,0.8067,1.48691564,Similar
GAB3,-0.7788,0.03107,0.8067,1.507658747,Similar
B3GALNT2,-0.5213,0.03322,0.809,1.478600372,Similar
ZNF142,0.2381,0.03314,0.809,1.479647496,Similar
HEXB,-0.4081,0.03323,0.809,1.478469659,Similar
PPP1R3G,-0.8344,0.03314,0.809,1.479647496,Similar
MDFIC,-0.6575,0.03324,0.809,1.478338985,Similar
RXFP3,0.832,0.03336,0.8098,1.476773958,Similar
PTTG3P,-0.6051,0.03333,0.8098,1.477164686,Similar
C1orf133,-0.7152,0.03375,0.8176,1.471726223,Similar
TP53I13,-0.422,0.03379,0.8176,1.471211808,Similar
SLC44A3,-0.7081,0.03438,0.8264,1.463694128,Similar
C1orf115,-0.6315,0.03446,0.8264,1.462684727,Similar
ANO4,-0.7486,0.03437,0.8264,1.463820468,Similar
FNIP2,0.2913,0.03444,0.8264,1.462936857,Similar
CRHBP,-0.8231,0.03437,0.8264,1.463820468,Similar
KIAA0368,-0.3228,0.0344,0.8264,1.463441557,Similar
PLCE1,-0.7467,0.03491,0.8277,1.457050151,Similar
PARPBP,-0.5436,0.0348,0.8277,1.458420756,Similar
FRMD6,-0.7527,0.03488,0.8277,1.457423524,Similar
LIN7B,0.5171,0.03464,0.8277,1.460422117,Similar
COL4A3BP,-0.5851,0.03462,0.8277,1.460672936,Similar
SCML4,0.7487,0.03473,0.8277,1.459295217,Similar
ZNF815,0.3814,0.03489,0.8277,1.457299031,Similar
DIRAS2,0.4271,0.03474,0.8277,1.459170186,Similar
SULT1A1,-0.7929,0.03504,0.8292,1.455435903,Similar
ADAMTS9-AS2,-0.7074,0.03508,0.8292,1.454940415,Similar
CHTOP,0.2474,0.03521,0.8311,1.453333975,Similar
DKK2,-0.8042,0.03534,0.8331,1.451733455,Similar
HIST1H1D,-0.8219,0.03541,0.8335,1.450874073,Similar
CDK1,-0.5524,0.03609,0.8345,1.442613118,Similar
SHISA2,-0.8216,0.03606,0.8345,1.442974278,Similar
GJD2,0.6358,0.03608,0.8345,1.442733471,Similar
CCNB2,-0.6054,0.0358,0.8345,1.446116973,Similar
OMG,0.805,0.03565,0.8345,1.447940466,Similar
MYL4,-0.7755,0.03625,0.8345,1.440691989,Similar
LOC100131096,-0.7581,0.03632,0.8345,1.43985416,Similar
HSPB6,-0.8208,0.03557,0.8345,1.448916135,Similar
STEAP3,-0.5503,0.0359,0.8345,1.444905551,Similar
OSGEPL1,0.2775,0.03631,0.8345,1.439973751,Similar
APOL4,-0.8187,0.03588,0.8345,1.445147566,Similar
BAP1,0.1786,0.03614,0.8345,1.442011852,Similar
PHLDB2,-0.8077,0.03626,0.8345,1.4405722,Similar
NAP1L5,0.4839,0.03554,0.8345,1.449282577,Similar
CFI,-0.7104,0.0361,0.8345,1.442492798,Similar
SORBS3,-0.6631,0.03587,0.8345,1.445268623,Similar
TOP1MT,-0.4407,0.03585,0.8345,1.44551084,Similar
OPLAH,-0.4763,0.03653,0.8383,1.437350328,Similar
ASAP3,-0.2714,0.03787,0.8394,1.421704695,Similar
TSG101,0.2283,0.03752,0.8394,1.42573717,Similar
CPT1A,-0.3581,0.0378,0.8394,1.4225082,Similar
GALNT6,-0.7937,0.03784,0.8394,1.422048872,Similar
KCNK10,0.5243,0.03782,0.8394,1.422278475,Similar
ISL2,0.8166,0.03724,0.8394,1.428990328,Similar
GOLGA6L10,0.8026,0.03693,0.8394,1.432620692,Similar
TMEM100,-0.8097,0.03759,0.8394,1.424927674,Similar
TBC1D16,0.2885,0.03692,0.8394,1.432738308,Similar
JUNB,-0.5495,0.03735,0.8394,1.427709394,Similar
ZNF614,0.2666,0.03762,0.8394,1.424581209,Similar
ZNF600,-0.742,0.0372,0.8394,1.42945706,Similar
TCF7L1,-0.5031,0.03767,0.8394,1.42400438,Similar
ACOX2,-0.7993,0.03678,0.8394,1.434388275,Similar
FAM107A,0.8057,0.03704,0.8394,1.431329022,Similar
FGFBP2,-0.7944,0.03791,0.8394,1.421246216,Similar
LOC644100,0.8085,0.03748,0.8394,1.426200418,Similar
CPEB4,0.477,0.03704,0.8394,1.431329022,Similar
GUCA1A,0.4614,0.03744,0.8394,1.42666416,Similar
CALD1,-0.7359,0.03704,0.8394,1.431329022,Similar
EPHB6,0.6366,0.03748,0.8394,1.426200418,Similar
PENK,-0.8034,0.03669,0.8394,1.435452288,Similar
TMEM74,0.5734,0.03704,0.8394,1.431329022,Similar
RPS6,-0.5392,0.03785,0.8394,1.421934116,Similar
OLFML2A,-0.6171,0.03745,0.8394,1.426548178,Similar
PLP2,-0.6977,0.03664,0.8394,1.436044535,Similar
VASH1,0.3249,0.03799,0.8399,1.420330706,Similar
GRIP1,0.4312,0.03808,0.8408,1.41930306,Similar
PDE1A,0.6831,0.03824,0.8421,1.417482116,Similar
PKD2,-0.5166,0.03824,0.8421,1.417482116,Similar
C14orf39,-0.7682,0.03839,0.8434,1.415781888,Similar
SCPEP1,-0.6581,0.0384,0.8434,1.415668776,Similar
CTNNA3,-0.8021,0.03904,0.8447,1.408490191,Similar
LTBP3,-0.6738,0.03908,0.8447,1.408045445,Similar
TRAFD1,0.1378,0.0388,0.8447,1.411168274,Similar
HAUS4,-0.5229,0.03918,0.8447,1.406935568,Similar
ADSSL1,-0.5,0.03864,0.8447,1.412962882,Similar
ZKSCAN2,0.3948,0.03912,0.8447,1.407601154,Similar
SLC39A3,0.3176,0.03887,0.8447,1.410385459,Similar
NTF4,-0.8096,0.03852,0.8447,1.414313722,Similar
MORC2,0.1997,0.03885,0.8447,1.410608977,Similar
GNL1,0.262,0.03901,0.8447,1.40882405,Similar
ANKS1A,0.4512,0.03879,0.8447,1.41128022,Similar
BMP1,-0.4547,0.03914,0.8447,1.407379179,Similar
TCEAL8,-0.6073,0.03858,0.8447,1.413637777,Similar
MBNL3,-0.7198,0.03893,0.8447,1.409715596,Similar
RND1,0.5434,0.0393,0.8462,1.40560745,Similar
DNAJC3,-0.3772,0.03952,0.8475,1.403183064,Similar
TMEM121,0.7264,0.03957,0.8475,1.40263395,Similar
CHEK2,-0.5046,0.03945,0.8475,1.403952992,Similar
PALLD,-0.4758,0.03954,0.8475,1.402963335,Similar
SPOCD1,-0.7888,0.03989,0.8487,1.399135964,Similar
NCDN,0.3799,0.03986,0.8487,1.399462706,Similar
CHD1L,-0.3283,0.03979,0.8487,1.400226061,Similar
RPP25,0.6103,0.03981,0.8487,1.400007822,Similar
IMPA2,-0.5937,0.03978,0.8487,1.400335221,Similar
CHRNB2,0.6312,0.04002,0.8493,1.397722916,Similar
LAYN,-0.8004,0.04001,0.8493,1.397831449,Similar
PKNOX2,0.4366,0.04012,0.8503,1.396639076,Similar
ANXA2,-0.6618,0.04034,0.852,1.394264106,Similar
VGLL3,-0.7837,0.04032,0.852,1.394479477,Similar
RASL11B,-0.7901,0.04035,0.852,1.394156461,Similar
C3orf58,-0.5738,0.04046,0.8531,1.392974122,Similar
HIRIP3,0.2689,0.04051,0.8532,1.392437757,Similar
ZNF696,0.2746,0.04063,0.8546,1.391153178,Similar
DDX12P,-0.7561,0.04101,0.8551,1.387110231,Similar
TANC1,-0.7275,0.04096,0.8551,1.387640052,Similar
CDH10,0.3894,0.04102,0.8551,1.387004344,Similar
VCAN,-0.4669,0.04076,0.8551,1.389765825,Similar
GBX1,0.7181,0.04088,0.8551,1.388489113,Similar
REEP4,-0.3465,0.041,0.8551,1.387216143,Similar
TLN1,-0.6431,0.04087,0.8551,1.388595362,Similar
EDN2,-0.7986,0.04174,0.8574,1.379447555,Similar
PHGDH,-0.4932,0.04293,0.8574,1.367239112,Similar
ANXA2P3,-0.7386,0.04313,0.8574,1.365220542,Similar
LHPP,-0.4524,0.04249,0.8574,1.371713269,Similar
KIF18A,-0.5252,0.04324,0.8574,1.364114315,Similar
GRM5,0.5472,0.04268,0.8574,1.369775589,Similar
DNAJC22,-0.646,0.04369,0.8574,1.359617955,Similar
FARP1,-0.5856,0.04368,0.8574,1.35971737,Similar
MCF2L-AS1,0.5195,0.04168,0.8574,1.38007229,Similar
SERPINA3,-0.7546,0.0433,0.8574,1.363512104,Similar
C16orf45,0.2803,0.04195,0.8574,1.377268035,Similar
LOC100130950,0.5784,0.04312,0.8574,1.365321248,Similar
PIP4K2B,0.2446,0.04368,0.8574,1.35971737,Similar
STAT5A,-0.7565,0.04171,0.8574,1.37975981,Similar
GALR2,0.7862,0.04364,0.8574,1.360115258,Similar
CNN2,-0.5208,0.04321,0.8574,1.364415734,Similar
ATCAY,0.4928,0.04344,0.8574,1.362110183,Similar
STX10,-0.3474,0.04136,0.8574,1.38341947,Similar
CADM4,0.3511,0.04276,0.8574,1.368962303,Similar
ZNF223,0.3136,0.04301,0.8574,1.366430557,Similar
PDIA6,-0.3382,0.04126,0.8574,1.384470776,Similar
OTX1,0.7274,0.04216,0.8574,1.375099398,Similar
MLK7-AS1,-0.7914,0.04359,0.8574,1.360613131,Similar
CASP10,-0.7778,0.0433,0.8574,1.363512104,Similar
MAP2,0.4385,0.04284,0.8574,1.368150538,Similar
CYP27A1,-0.5402,0.04177,0.8574,1.379135525,Similar
PLK1S1,0.5187,0.04215,0.8574,1.375202421,Similar
THBD,-0.7983,0.04134,0.8574,1.383629528,Similar
TTC38,-0.5167,0.04163,0.8574,1.380593589,Similar
FBLN2,-0.7941,0.04278,0.8574,1.36875922,Similar
TBC1D5,-0.2242,0.04226,0.8574,1.374070507,Similar
ECT2,-0.4388,0.04227,0.8574,1.373967752,Similar
CLCN2,0.4417,0.04307,0.8574,1.365825128,Similar
CEP135,-0.4764,0.04351,0.8574,1.361410917,Similar
PSD2,0.4552,0.04172,0.8574,1.3796557,Similar
PCDHA6,0.7911,0.04351,0.8574,1.361410917,Similar
MSH5-SAPCD1,-0.7851,0.04365,0.8574,1.360015752,Similar
STK38,-0.4067,0.04325,0.8574,1.364013888,Similar
LRRC73,0.3731,0.04346,0.8574,1.361910278,Similar
CD2AP,-0.4462,0.04149,0.8574,1.382056565,Similar
HDDC2,-0.2892,0.04263,0.8574,1.370284667,Similar
MTHFD1L,-0.3977,0.04341,0.8574,1.362410214,Similar
C1GALT1,-0.405,0.04295,0.8574,1.367036832,Similar
PION,-0.6404,0.04206,0.8574,1.376130732,Similar
RELN,-0.6005,0.0436,0.8574,1.360513511,Similar
ELP3,0.2685,0.04218,0.8574,1.374893425,Similar
GNA14,-0.7601,0.04162,0.8574,1.380697924,Similar
CCNB3,0.63,0.04325,0.8574,1.364013888,Similar
DIAPH2,-0.6971,0.04261,0.8574,1.370488466,Similar
NDST4,0.5745,0.04382,0.8588,1.358327627,Similar
Mar-02,-0.546,0.04404,0.8596,1.35615269,Similar
LMO7,-0.6697,0.04408,0.8596,1.355758414,Similar
LOC285375,0.7772,0.04405,0.8596,1.356054087,Similar
SPARCL1,-0.6887,0.04412,0.8596,1.355364496,Similar
LOC100288181,0.7611,0.04412,0.8596,1.355364496,Similar
KLF16,-0.422,0.04448,0.862,1.351835221,Similar
FBXO17,-0.6395,0.04434,0.862,1.353204311,Similar
SERTAD3,-0.4828,0.0445,0.862,1.351639989,Similar
TMEM37,-0.7624,0.04438,0.862,1.352812702,Similar
APOBEC3C,-0.7661,0.04442,0.862,1.352421446,Similar
KCNH1,0.6478,0.04464,0.8622,1.350275814,Similar
KIAA0513,0.4311,0.04465,0.8622,1.350178537,Similar
BRD3,0.2159,0.04467,0.8622,1.349984048,Similar
KIAA1826,0.2806,0.04489,0.8624,1.347850395,Similar
KBTBD3,0.3861,0.04477,0.8624,1.349012906,Similar
SYNJ1,0.3608,0.04482,0.8624,1.348528148,Similar
ABCB4,-0.7536,0.04486,0.8624,1.348140731,Similar
DNASE1,0.2737,0.04501,0.8628,1.346690987,Similar
RPL22L1,-0.6454,0.04502,0.8628,1.346594509,Similar
CAB39L,0.3058,0.0452,0.8642,1.344861565,Similar
NTAN1,-0.2426,0.04516,0.8642,1.345246067,Similar
SIPA1L2,0.3619,0.04526,0.8645,1.34428545,Similar
COL5A3,-0.7804,0.04534,0.8649,1.343518484,Similar
CENPF,-0.5866,0.04539,0.865,1.343039817,Similar
GSTP1,-0.3935,0.04557,0.8663,1.341320971,Similar
PKNOX1,0.2679,0.04562,0.8663,1.340844719,Similar
LFNG,0.5758,0.04562,0.8663,1.340844719,Similar
WASH7P,-0.753,0.04587,0.8665,1.33847126,Similar
RAB7L1,-0.5552,0.04587,0.8665,1.33847126,Similar
CRNDE,-0.7211,0.04593,0.8665,1.337903555,Similar
JOSD2,-0.6383,0.04589,0.8665,1.338281942,Similar
PABPC1L,-0.6857,0.046,0.8665,1.337242168,Similar
BHMT,-0.7718,0.046,0.8665,1.337242168,Similar
C5orf54,0.4492,0.04573,0.8665,1.339798799,Similar
SMAD5,-0.3259,0.04607,0.8667,1.336581788,Similar
ATP8B5P,0.5793,0.04613,0.8669,1.336016545,Similar
SLC22A3,-0.7691,0.04643,0.8706,1.333201316,Similar
PNPLA8,0.3062,0.04642,0.8706,1.333294864,Similar
TM9SF4,-0.4857,0.0465,0.8706,1.332547047,Similar
GM2A,-0.405,0.04654,0.8706,1.332173621,Similar
FAM19A2,0.6664,0.04666,0.8709,1.331055266,Similar
SLITRK1,0.4786,0.04662,0.8709,1.331427731,Similar
QSOX1,-0.4608,0.0469,0.8717,1.328827157,Similar
ZNF23,0.2919,0.04695,0.8717,1.328364403,Similar
ZNF540,0.5405,0.04697,0.8717,1.32817944,Similar
RGS7BP,0.682,0.04676,0.8717,1.330125498,Similar
ZNF510,0.3193,0.04693,0.8717,1.328549446,Similar
